2025-05-01 09:49:55.263720: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:32] Could not find cuda drivers on your machine, GPU will not be used.
2025-05-01 09:50:20,169 - ERROR - DOID.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:20,170 - ERROR - Error mengambil data DSSA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:20,170 - ERROR - DSSA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:20,170 - ERROR - Error mengambil data DUCK.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:20,170 - ERROR - DUCK.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:20,798 - ERROR - Error mengambil data DUTI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:20,798 - ERROR - DUTI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:21,384 - ERROR - Error mengambil data DVLA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:21,384 - ERROR - DVLA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:21,385 - ERROR - Error mengambil data EAST.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:21,385 - ERROR - EAST.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:21,399 - ERROR - Error mengambil data DYAN.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:21,399 - ERROR - DYAN.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:21,862 - ERROR - Error mengambil data EKAD.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:21,862 - ERROR - EKAD.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:21,865 - ERROR - Error mengambil data ECII.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:21,865 - ERROR - ECII.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:21,871 - ERROR - Error mengambil data EDGE.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:21,871 - ERROR - EDGE.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:22,397 - ERROR - Error mengambil data ELSA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:22,397 - ERROR - ELSA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:22,848 - ERROR - Error mengambil data EMDE.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:22,848 - ERROR - EMDE.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:22,850 - ERROR - Error mengambil data ENZO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:22,850 - ERROR - ENZO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:22,867 - ERROR - Error mengambil data ENRG.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:22,867 - ERROR - ENRG.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:22,897 - ERROR - Error mengambil data EMTK.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:22,897 - ERROR - EMTK.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:23,415 - ERROR - Error mengambil data EPAC.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:23,416 - ERROR - EPAC.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:23,417 - ERROR - Error mengambil data ERAA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:23,417 - ERROR - ERAA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:23,418 - ERROR - Error mengambil data ERA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:23,418 - ERROR - ERA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:23,908 - ERROR - Error mengambil data ESSA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:23,908 - ERROR - ESSA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:24,369 - ERROR - Error mengambil data ESTA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:24,369 - ERROR - ESTA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:24,371 - ERROR - Error mengambil data FAST.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:24,371 - ERROR - FAST.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:24,372 - ERROR - Error mengambil data FASW.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:24,372 - ERROR - FASW.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:24,374 - ERROR - Error mengambil data FILM.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:24,374 - ERROR - FILM.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:24,951 - ERROR - Error mengambil data FITT.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:24,951 - ERROR - FITT.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:24,954 - ERROR - Error mengambil data FLMC.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:24,954 - ERROR - Error mengambil data FMII.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:24,954 - ERROR - FLMC.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:24,955 - ERROR - FMII.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:25,001 - ERROR - Error mengambil data FISH.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:25,001 - ERROR - FISH.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:25,442 - ERROR - Error mengambil data FORU.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:25,442 - ERROR - FORU.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:25,444 - ERROR - Error mengambil data FPNI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:25,444 - ERROR - FPNI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:25,446 - ERROR - Error mengambil data FOOD.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:25,447 - ERROR - FOOD.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:25,968 - ERROR - Error mengambil data GAMA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:25,968 - ERROR - GAMA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:25,971 - ERROR - Error mengambil data GGRM.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:25,972 - ERROR - GGRM.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:25,972 - ERROR - Error mengambil data GEMS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:25,972 - ERROR - GEMS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:26,420 - ERROR - Error mengambil data GJTL.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:26,420 - ERROR - GJTL.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:26,423 - ERROR - Error mengambil data GLVA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:26,423 - ERROR - GLVA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:27,194 - ERROR - Error mengambil data GOOD.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:27,194 - ERROR - GOOD.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:27,197 - ERROR - Error mengambil data GPRA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:27,198 - ERROR - Error mengambil data GSMF.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:27,198 - ERROR - GPRA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:27,198 - ERROR - GSMF.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:27,748 - ERROR - Error mengambil data GZCO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:27,748 - ERROR - GZCO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:27,753 - ERROR - Error mengambil data HDTX.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:27,753 - ERROR - HDTX.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:28,355 - ERROR - Error mengambil data HEXA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:28,355 - ERROR - HEXA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:28,356 - ERROR - Error mengambil data HERO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:28,356 - ERROR - HERO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:28,359 - ERROR - Error mengambil data HITS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:28,359 - ERROR - HITS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:28,876 - ERROR - Error mengambil data HKMU.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:28,876 - ERROR - HKMU.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:28,877 - ERROR - Error mengambil data HMSP.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:28,879 - ERROR - Error mengambil data HOKI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:28,879 - ERROR - HMSP.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:28,879 - ERROR - HOKI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:29,424 - ERROR - Error mengambil data HRUM.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:29,424 - ERROR - HRUM.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:29,923 - ERROR - Error mengambil data ICBP.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:29,923 - ERROR - ICBP.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:29,926 - ERROR - Error mengambil data IFII.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:29,927 - ERROR - IFII.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:29,927 - ERROR - Error mengambil data IDPR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:29,927 - ERROR - IDPR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:30,656 - ERROR - Error mengambil data INAF.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:30,656 - ERROR - INAF.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:30,659 - ERROR - Error mengambil data INAI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:30,659 - ERROR - INAI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:31,138 - ERROR - Error mengambil data INCI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:31,139 - ERROR - INCI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:31,141 - ERROR - Error mengambil data INCF.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:31,142 - ERROR - INCF.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:31,142 - ERROR - Error mengambil data INCO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:31,142 - ERROR - INCO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:31,590 - ERROR - Error mengambil data INDF.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:31,591 - ERROR - INDF.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:31,592 - ERROR - Error mengambil data INDY.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:31,592 - ERROR - INDY.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:32,063 - ERROR - Error mengambil data INKP.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:32,063 - ERROR - INKP.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:32,065 - ERROR - Error mengambil data INPP.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:32,065 - ERROR - INPP.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:32,066 - ERROR - Error mengambil data INTA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:32,066 - ERROR - INTA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:32,069 - ERROR - Error mengambil data INTD.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:32,069 - ERROR - INTD.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:32,575 - ERROR - Error mengambil data INTP.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:32,576 - ERROR - Error mengambil data IPCM.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:32,576 - ERROR - INTP.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:32,576 - ERROR - Error mengambil data IPOL.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:32,577 - ERROR - Error mengambil data IPCC.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:32,577 - ERROR - IPCM.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:32,578 - ERROR - IPOL.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:32,578 - ERROR - IPCC.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:33,373 - ERROR - Error mengambil data IPTV.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:33,374 - ERROR - IPTV.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:33,375 - ERROR - Error mengambil data ISAT.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:33,375 - ERROR - ISAT.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:33,377 - ERROR - Error mengambil data IRRA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:33,377 - ERROR - Error mengambil data ITMG.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:33,377 - ERROR - IRRA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:33,377 - ERROR - ITMG.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:33,935 - ERROR - Error mengambil data JAWA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:33,935 - ERROR - JAWA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:33,938 - ERROR - Error mengambil data JKON.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:33,939 - ERROR - JKON.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:33,940 - ERROR - Error mengambil data JAST.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:33,940 - ERROR - JAST.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:33,941 - ERROR - Error mengambil data JGLE.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:33,942 - ERROR - JGLE.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:34,416 - ERROR - Error mengambil data JPFA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:34,416 - ERROR - JPFA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:34,417 - ERROR - Error mengambil data JSMR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:34,418 - ERROR - JSMR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:34,419 - ERROR - Error mengambil data KAEF.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:34,420 - ERROR - KAEF.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:34,420 - ERROR - Error mengambil data KARW.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:34,421 - ERROR - KARW.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:35,144 - ERROR - Error mengambil data KBLM.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:35,145 - ERROR - KBLM.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:35,146 - ERROR - Error mengambil data KBLI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:35,146 - ERROR - KBLI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:35,148 - ERROR - Error mengambil data KDSI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:35,148 - ERROR - KDSI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:35,150 - ERROR - Error mengambil data KIAS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:35,150 - ERROR - KIAS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:35,817 - ERROR - Error mengambil data KINO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:35,817 - ERROR - Error mengambil data KLBF.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:35,818 - ERROR - KINO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:35,818 - ERROR - KLBF.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:35,820 - ERROR - Error mengambil data KIJA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:35,821 - ERROR - Error mengambil data KMTR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:35,821 - ERROR - KIJA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:35,821 - ERROR - KMTR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:36,346 - ERROR - Error mengambil data LIFE.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:36,347 - ERROR - LIFE.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:36,348 - ERROR - Error mengambil data LPKR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:36,349 - ERROR - LPKR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:36,349 - ERROR - Error mengambil data LINK.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:36,350 - ERROR - LINK.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:36,351 - ERROR - Error mengambil data LEAD.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:36,352 - ERROR - LEAD.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:36,844 - ERROR - Error mengambil data MAIN.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:36,845 - ERROR - MAIN.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:36,846 - ERROR - Error mengambil data MAPB.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:36,847 - ERROR - Error mengambil data LUCK.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:36,847 - ERROR - MAPB.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:36,847 - ERROR - Error mengambil data LPPF.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:36,847 - ERROR - LUCK.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:36,848 - ERROR - LPPF.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:37,405 - ERROR - Error mengambil data MDKA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:37,405 - ERROR - MDKA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:37,406 - ERROR - Error mengambil data MAPA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:37,407 - ERROR - MAPA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:37,408 - ERROR - Error mengambil data MCAS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:37,408 - ERROR - MCAS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:37,410 - ERROR - Error mengambil data MASA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:37,410 - ERROR - MASA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:37,892 - ERROR - Error mengambil data MEDC.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:37,892 - ERROR - MEDC.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:37,893 - ERROR - Error mengambil data MFIN.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:37,894 - ERROR - MFIN.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:37,895 - ERROR - Error mengambil data MIDI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:37,895 - ERROR - Error mengambil data MIRA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:37,896 - ERROR - MIDI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:37,896 - ERROR - MIRA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:38,427 - ERROR - Error mengambil data MITI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:38,427 - ERROR - MITI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:38,428 - ERROR - Error mengambil data MKNT.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:38,428 - ERROR - MKNT.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:38,430 - ERROR - Error mengambil data MLPT.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:38,431 - ERROR - MLPT.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:38,478 - ERROR - Error mengambil data MLPL.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:38,478 - ERROR - MLPL.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:38,928 - ERROR - Error mengambil data MPPA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:38,928 - ERROR - MPPA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:38,930 - ERROR - Error mengambil data MNCN.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:38,930 - ERROR - MNCN.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:38,931 - ERROR - Error mengambil data MPRO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:38,932 - ERROR - MPRO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:39,485 - ERROR - Error mengambil data MTDL.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:39,485 - ERROR - MTDL.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:39,487 - ERROR - Error mengambil data NATO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:39,487 - ERROR - NATO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:39,488 - ERROR - Error mengambil data MYOR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:39,488 - ERROR - MYOR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:39,490 - ERROR - Error mengambil data NELY.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:39,490 - ERROR - NELY.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:39,950 - ERROR - Error mengambil data NFCX.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:39,950 - ERROR - NFCX.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:39,952 - ERROR - Error mengambil data NRCA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:39,953 - ERROR - NRCA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:39,954 - ERROR - Error mengambil data NISP.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:39,954 - ERROR - Error mengambil data OKAS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:39,954 - ERROR - NISP.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:39,954 - ERROR - OKAS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:40,425 - ERROR - Error mengambil data OMRE.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:40,425 - ERROR - OMRE.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:40,426 - ERROR - Error mengambil data PANI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:40,426 - ERROR - PANI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:40,428 - ERROR - Error mengambil data PCAR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:40,428 - ERROR - PCAR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:40,429 - ERROR - Error mengambil data PBID.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:40,429 - ERROR - PBID.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:40,989 - ERROR - Error mengambil data PDES.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:40,989 - ERROR - Error mengambil data PGAS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:40,989 - ERROR - PDES.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:40,990 - ERROR - PGAS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:40,992 - ERROR - Error mengambil data PJAA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:40,992 - ERROR - PJAA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:40,997 - ERROR - Error mengambil data PEHA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:40,997 - ERROR - PEHA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:41,852 - ERROR - Error mengambil data PMJS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:41,852 - ERROR - PMJS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:41,854 - ERROR - Error mengambil data PNBN.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:41,854 - ERROR - PNBN.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:41,855 - ERROR - Error mengambil data POLA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:41,856 - ERROR - POLA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:41,857 - ERROR - Error mengambil data PNLF.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:41,857 - ERROR - PNLF.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:42,672 - ERROR - Error mengambil data POOL.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:42,673 - ERROR - POOL.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:42,674 - ERROR - Error mengambil data PPGL.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:42,674 - ERROR - PPGL.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:42,676 - ERROR - Error mengambil data PPRO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:42,676 - ERROR - Error mengambil data PSSI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:42,676 - ERROR - PPRO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:42,676 - ERROR - PSSI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:43,182 - ERROR - Error mengambil data PTBA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:43,182 - ERROR - PTBA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:43,184 - ERROR - Error mengambil data PWON.JK: Too Many Requests. Rate limited. Try after a while.
